iter	Precision	Logloss
317	0.946825163	0.1430021046
318	0.946825163	0.1427942467
319	0.946825163	0.1426742021
320	0.9464896334	0.142441897
321	0.9464896334	0.1424208336
322	0.9471609305	0.1418664551
323	0.946825163	0.1413399705
324	0.946825163	0.1410123671
325	0.946825163	0.1409141667
326	0.946825163	0.1407242782
327	0.9474969363	0.1402385741
328	0.9474969363	0.1399866175
329	0.9474969363	0.1398202905
330	0.9471609305	0.1395927463
331	0.9478331805	0.1392174281
332	0.9478331805	0.1388944581
333	0.9474969363	0.1386754053
334	0.9478331805	0.1384140506
335	0.9478331805	0.1382116975
336	0.9485063854	0.1379778763
337	0.9485063854	0.1371450605
338	0.9488433466	0.1368110039
339	0.9491805473	0.1362699777
340	0.9495179878	0.1359835771
341	0.9498556682	0.1356771508
342	0.9501935889	0.1352398965
343	0.9501935889	0.1349901446
344	0.9508701522	0.1339836222
345	0.9508701522	0.1337488826
346	0.9508701522	0.1327679375
347	0.9512087953	0.1324826569
348	0.9508701522	0.1323930822
349	0.9515476797	0.1322926972
350	0.9518868056	0.1321726943
351	0.9525657831	0.1320174039
352	0.9525657831	0.1318506141
353	0.9529056352	0.1315094249
354	0.9525657831	0.1312330716
355	0.9532457299	0.1309628641
356	0.9532457299	0.1308399037
357	0.9532457299	0.1307153059
358	0.9532457299	0.1305699322
359	0.9539266482	0.1301837397
360	0.9539266482	0.1301007787
361	0.9539266482	0.1297507652
362	0.9539266482	0.1294180476
363	0.9542674722	0.1292187659
364	0.9546085399	0.1287398219
365	0.9546085399	0.1285793109
366	0.9546085399	0.1284313262
367	0.9546085399	0.1283400339
368	0.9552914071	0.1280816419
369	0.9552914071	0.1279621977
370	0.9556332073	0.1277020003
371	0.9559752521	0.1271843055
372	0.9563175418	0.1267886387
373	0.9566600768	0.126392967
374	0.9566600768	0.1260869492
375	0.9559752521	0.1254932299
376	0.9552914071	0.1252518384
377	0.9552914071	0.1250148816
378	0.9552914071	0.1244937856
379	0.9549498514	0.1241524709
380	0.9549498514	0.1239707202
381	0.9544321839	0.1233526074
382	0.9554526031	0.1232107251
383	0.9554526031	0.1230956617
384	0.9561340957	0.1228305391
385	0.9554526031	0.1226903901
386	0.9564752067	0.122297966
387	0.9564752067	0.1218926664
388	0.9564752067	0.1217545993
389	0.9575000015	0.1213958942
390	0.9568165611	0.1212089415
391	0.9575000015	0.1209513723
392	0.9575000015	0.120713751
393	0.9575000015	0.1205434237
394	0.9575000015	0.1203685178
395	0.9575000015	0.119736072
396	0.957842088	0.1196295627
397	0.957842088	0.1192428045
398	0.957842088	0.1191157707
399	0.957842088	0.1187770994
400	0.957842088	0.1186096326
401	0.957842088	0.1185077713
402	0.9575000015	0.118297527
403	0.9581844189	0.1181217905
404	0.957842088	0.118047296
405	0.9581844189	0.1179268147
406	0.9585269947	0.1176891876
407	0.9585269947	0.1175524281
408	0.9585269947	0.1174052514
409	0.9588698155	0.1170094513
410	0.9588698155	0.1168708979
411	0.9585269947	0.1167060555
412	0.9592128816	0.1162968936
413	0.9588698155	0.116261002
414	0.9595561933	0.1161572253
415	0.9595561933	0.1160073864
416	0.9595561933	0.1158737374
417	0.9595561933	0.1158062936
418	0.9595561933	0.1152813692
419	0.9595561933	0.1151759793
420	0.9595561933	0.1151312769
421	0.9598997508	0.1147168439
422	0.9598997508	0.11452705
423	0.9612764445	0.1142653663
424	0.9612764445	0.1139411952
425	0.9612764445	0.1138168246
426	0.960931901	0.1135077974
427	0.960931901	0.1133153563
428	0.9612764445	0.1132295851
429	0.9612764445	0.1130134211
430	0.9612764445	0.1128734884
431	0.960931901	0.1126838382
432	0.9616212352	0.1125541724
433	0.9616212352	0.11251365
434	0.9623115591	0.1121502384
435	0.9623115591	0.1121203536
436	0.9630028749	0.1116419366
437	0.9630028749	0.1114547322
438	0.9630028749	0.1113763867
439	0.9630028749	0.1112103028
440	0.9630028749	0.1111064722
441	0.9630028749	0.1110058549
442	0.9633489054	0.1107020405
443	0.9633489054	0.1104992202
444	0.9636951846	0.1103120113
445	0.9636951846	0.1101795484
446	0.9643884905	0.1101020422
447	0.9643884905	0.1098257667
448	0.9643884905	0.1096705844
449	0.9643884905	0.1095222187
450	0.9643884905	0.1094907439
451	0.9647355176	0.1093267226
452	0.9650827946	0.1092491753
453	0.9650827946	0.1090411865
454	0.9650827946	0.1089628257
455	0.9650827946	0.1088746416
456	0.9650827946	0.1088327223
457	0.9640417129	0.1083914207
458	0.9640417129	0.1083367128
459	0.9640417129	0.1081005077
460	0.9640417129	0.1079122757
461	0.9640417129	0.1078058202
462	0.9643884905	0.1074699539
463	0.9643884905	0.1072158746
464	0.9643884905	0.1071521145
465	0.9643884905	0.1070643987
466	0.9650827946	0.1068257858
467	0.9650827946	0.1067130147
468	0.9650827946	0.1063928578
469	0.9654303217	0.1062449775
470	0.9654303217	0.1062028071
471	0.9654303217	0.1061043535
472	0.9654303217	0.1059844289
473	0.9654303217	0.1058242617
474	0.9650827946	0.105512661
475	0.9650827946	0.1053074589
476	0.9657780992	0.1051949434
477	0.9657780992	0.1051605762
478	0.9657780992	0.1049529788
479	0.9657780992	0.1047334839
480	0.9657780992	0.1045074307
481	0.9657780992	0.1042879831
482	0.9657780992	0.1038882026
483	0.9650827946	0.1037176726
484	0.9657780992	0.1034144842
485	0.9654303217	0.103351362
486	0.9661261273	0.103244983
487	0.9661261273	0.1031271586
488	0.9664744064	0.1029696966
489	0.9664744064	0.1028082378
490	0.9664744064	0.1025823231
491	0.9664744064	0.1025436149
492	0.9668229366	0.1024522682
493	0.9671717183	0.1020654601
494	0.9671717183	0.1019103359
495	0.9671717183	0.1016065887
496	0.9671717183	0.1014826632
497	0.9671717183	0.1013743606
498	0.9671717183	0.1012739361
499	0.9671717183	0.1011868238
500	0.9671717183	0.1010189476
501	0.9671717183	0.100935291
502	0.9671717183	0.1008646826
503	0.9671717183	0.1007562546
504	0.9675207518	0.100608901
505	0.9668229366	0.1002532824
506	0.9668229366	0.09999077288
507	0.9668229366	0.09991057783
508	0.9668229366	0.09973537422
509	0.9668229366	0.09962046086
510	0.9668229366	0.09947673758
511	0.9668229366	0.09945067828
512	0.9668229366	0.09927805755
513	0.9671717183	0.09910816275
514	0.9675207518	0.09905300655
515	0.968219575	0.09890098449
516	0.968219575	0.09884598146
517	0.9678700373	0.0985992981
518	0.968219575	0.09846344932
519	0.968219575	0.09837536627
520	0.9685693653	0.09819634763
521	0.968219575	0.09809267708
522	0.968219575	0.09798470004
523	0.968219575	0.09794965495
524	0.968219575	0.09787528641
525	0.968219575	0.09779613653
526	0.9692697046	0.09758084213
527	0.9689194084	0.09728146059
528	0.968219575	0.0971777613
529	0.968219575	0.09705771182
530	0.968219575	0.09703584745
531	0.9685693653	0.09683857547
532	0.9692697046	0.09672856748
533	0.9696202543	0.09662406159
534	0.9696202543	0.09649326437
535	0.9696202543	0.09624847041
536	0.9696202543	0.09612261691
537	0.9696202543	0.09599479631
538	0.9696202543	0.09591299438
539	0.9696202543	0.09582941697
540	0.9692697046	0.0955108131
541	0.9696202543	0.09537683854
542	0.9696202543	0.09535254241
543	0.9696202543	0.0952856775
544	0.9696202543	0.09517588688
545	0.9699710575	0.09496210555
546	0.9699710575	0.09483723461
547	0.9699710575	0.09480068881
548	0.9699710575	0.09473820707
549	0.9699710575	0.09469271764
550	0.9699710575	0.09459929611
551	0.9699710575	0.09455051135
552	0.9699710575	0.09438145405
553	0.9699710575	0.09423766697
554	0.9696202543	0.09410973735
555	0.9703221147	0.09400607734
556	0.9703221147	0.0939334438
557	0.9703221147	0.09386938027
558	0.9706734261	0.09357726606
559	0.9706734261	0.09353814366
560	0.9706734261	0.09325841919
561	0.9706734261	0.09324089353
562	0.9706734261	0.09309784509
563	0.9706734261	0.0930177063
564	0.9706734261	0.09298597979
565	0.9706734261	0.09295156406
566	0.9706734261	0.09287197415
567	0.971024992	0.09274312897
568	0.971024992	0.0925992355
569	0.971024992	0.09257700176
570	0.971024992	0.09254179855
571	0.971024992	0.0924806851
572	0.971024992	0.09244845733
573	0.971024992	0.09221391115
574	0.971024992	0.09213121295
575	0.9717288883	0.09204638813
576	0.9720812193	0.09187252222
577	0.9720812193	0.09145799615
578	0.9720812193	0.0911821483
579	0.9720812193	0.09114749641
580	0.9720812193	0.09104546463
581	0.9720812193	0.09095028735
582	0.9724338059	0.09092102987
583	0.9720812193	0.09075362234
584	0.9720812193	0.09058990587
585	0.9724338059	0.09051474041
586	0.9720812193	0.09031681547
587	0.9724338059	0.09019010364
588	0.9724338059	0.09016474056
589	0.9724338059	0.08997491073
590	0.9724338059	0.0897718705
591	0.9724338059	0.0897358517
592	0.9724338059	0.08968897006
593	0.9724338059	0.08963228621
594	0.9724338059	0.08957359915
595	0.9727866483	0.08950191429
596	0.9727866483	0.08938125051
597	0.9727866483	0.08929567905
598	0.9727866483	0.08922574147
599	0.9727866483	0.08913771926
600	0.9727866483	0.08899619802
601	0.9727866483	0.08883476287
602	0.9727866483	0.08881043428
603	0.9727866483	0.08870081993
604	0.9727866483	0.08846081542
605	0.9727866483	0.08789161901
606	0.9727866483	0.08783541275
607	0.9727866483	0.08777517159
608	0.9727866483	0.08764743397
609	0.9727866483	0.0875023393
610	0.9727866483	0.0874687509
611	0.9727866483	0.08739903749
612	0.9727866483	0.08724788634
613	0.9727866483	0.0870750048
614	0.9727866483	0.08703443629
615	0.9727866483	0.08686065323
616	0.9727866483	0.08664979061
617	0.9734931019	0.08652720112
618	0.9734931019	0.08634372703
619	0.9734931019	0.08621739118
620	0.9734931019	0.08609937223
621	0.9738467136	0.08595963574
622	0.9738467136	0.08585486982
623	0.9742005823	0.08569470485
624	0.9742005823	0.08564775161
625	0.9738467136	0.08560204266
626	0.9738467136	0.0855174957
627	0.9734931019	0.08492915891
628	0.9734931019	0.08486355236
629	0.9734931019	0.08436448006
630	0.9734931019	0.0842878644
631	0.9734931019	0.08424233005
632	0.9734931019	0.08379974104
633	0.9734931019	0.0836948233
634	0.9738467136	0.08358881797
635	0.9738467136	0.08338841509
636	0.9738467136	0.08335535009
637	0.9742005823	0.08317073096
638	0.9742005823	0.08311882736
639	0.9742005823	0.08308307393
640	0.9742005823	0.08290855451
641	0.9742005823	0.08279130036
642	0.9742005823	0.08267444822
643	0.9742005823	0.08261420614
644	0.9745547083	0.08241404899
645	0.9745547083	0.08228901865
646	0.9745547083	0.0821538111
647	0.9745547083	0.08211993639
648	0.9752637332	0.08201648674
649	0.9752637332	0.08197614601
650	0.9759737905	0.08185341732
651	0.9752637332	0.08174821689
652	0.9752637332	0.08167824595
653	0.9752637332	0.08162593512
654	0.9752637332	0.08158307107
655	0.9759737905	0.08143969077
656	0.9759737905	0.08135922255
657	0.9759737905	0.08131220358
658	0.9759737905	0.08114803358
659	0.9752637332	0.08100358039
660	0.9752637332	0.08090047877
661	0.9752637332	0.08070528654
662	0.9752637332	0.08060733588
663	0.976329207	0.08044682187
664	0.976329207	0.08035571855
665	0.976329207	0.08031675595
666	0.9766848824	0.08025849703
667	0.976329207	0.07999517011
668	0.976329207	0.07996972924
669	0.9770408172	0.07965796268
670	0.9770408172	0.07963394361
671	0.9770408172	0.07960501467
672	0.9770408172	0.07952145696
673	0.9770408172	0.07950153672
674	0.9770408172	0.07938298244
675	0.9770408172	0.07927029262
676	0.9770408172	0.07920509297
677	0.9770408172	0.07916405312
678	0.9770408172	0.07907256476
679	0.9770408172	0.0789660789
680	0.9773970114	0.07859625145
681	0.9773970114	0.07855690693
682	0.9773970114	0.07840394781
683	0.9773970114	0.07829201763
684	0.9773970114	0.07819843529
685	0.9773970114	0.07797446669
686	0.9773970114	0.07794901471
687	0.9773970114	0.0778816606
688	0.9773970114	0.07786640443
689	0.9773970114	0.0777762314
690	0.9773970114	0.07769865135
691	0.9773970114	0.0775967527
692	0.9777534654	0.07740357594
693	0.9777534654	0.07735891912
694	0.9777534654	0.07732277881
695	0.9777534654	0.07727029012
696	0.9777534654	0.07723952628
697	0.9777534654	0.07720825913
698	0.9777534654	0.07702199557
699	0.9777534654	0.07693914053
700	0.9777534654	0.07692325261
701	0.9777534654	0.07684182481
702	0.9777534654	0.07678787984
703	0.9781101796	0.07657594337
704	0.9781101796	0.07653610383
705	0.9781101796	0.0764926653
706	0.9781101796	0.07637075048
707	0.9781101796	0.07628413707
708	0.9781101796	0.07606447403
709	0.9781101796	0.07603070837
710	0.9781101796	0.0759989166
711	0.9781101796	0.07590173626
712	0.9781101796	0.07587668901
713	0.9781101796	0.07585720931
714	0.9781101796	0.07583283014
715	0.9781101796	0.07579629109
716	0.9781101796	0.07569631153
717	0.9781101796	0.07565385237
718	0.9781101796	0.07555270722
719	0.9781101796	0.07550898774
720	0.9781101796	0.07543819423
721	0.9781101796	0.07510026573
722	0.9781101796	0.07501461857
723	0.9781101796	0.07493871046
724	0.9781101796	0.07487456976
725	0.9781101796	0.07472945711
726	0.9781101796	0.07470835579
727	0.9781101796	0.07465701635
728	0.9781101796	0.07464361288
729	0.9781101796	0.07460393988
730	0.9781101796	0.07456964638
731	0.9781101796	0.07454592595
732	0.9781101796	0.0745326735
733	0.9781101796	0.0744832138
734	0.9781101796	0.07443610517
735	0.9781101796	0.07439594839
736	0.9781101796	0.07426198852
737	0.9781101796	0.07421877836
738	0.9788243892	0.07414990064
739	0.9788243892	0.0740483051
740	0.9788243892	0.07400190409
741	0.9784671541	0.07381938022
742	0.9784671541	0.07373266622
743	0.9784671541	0.07355889146
744	0.9784671541	0.07352322734
745	0.9784671541	0.07348179745
746	0.9784671541	0.07333678694
747	0.9784671541	0.07326691891
748	0.9788243892	0.07323930529
749	0.9788243892	0.07315354221
750	0.9788243892	0.07296214005
751	0.9784671541	0.07269219321
752	0.9784671541	0.07265334297
753	0.9784671541	0.07261338211
754	0.9784671541	0.07252405316
755	0.9784671541	0.07245591297
756	0.9784671541	0.07236570281
757	0.9784671541	0.07223641397
758	0.9788243892	0.07218678493
759	0.9788243892	0.07208130598
760	0.9788243892	0.07197874429
761	0.9788243892	0.07182782579
762	0.9791818853	0.07172750576
763	0.9791818853	0.07152941907
764	0.9791818853	0.07148482727
765	0.9791818853	0.07143954772
766	0.9791818853	0.07131728782
767	0.9791818853	0.07128281154
768	0.9795396427	0.07104601684
769	0.9795396427	0.07099730865
770	0.9795396427	0.07095048676
771	0.9795396427	0.07092778638
772	0.9795396427	0.07080194912
773	0.9795396427	0.07073848137
774	0.9795396427	0.07069980779
775	0.9791818853	0.07064787819
776	0.9791818853	0.07061178803
777	0.9791818853	0.07059713704
778	0.9791818853	0.0704815575
779	0.9795396427	0.07041428346
780	0.9795396427	0.07030803238
781	0.9795396427	0.07025788671
782	0.9795396427	0.07022999911
783	0.9795396427	0.0701772315
784	0.9795396427	0.07007287166
785	0.9795396427	0.06994574865
786	0.9795396427	0.0696865451
787	0.9795396427	0.06966222045
788	0.9795396427	0.06958942301
789	0.9798976615	0.0695747881
790	0.9802559422	0.06953687896
791	0.9802559422	0.06943205047
792	0.9802559422	0.0693742644
793	0.9802559422	0.06936798238
794	0.9802559422	0.06930972965
795	0.9802559422	0.06921678702
796	0.9802559422	0.06918096227
797	0.9802559422	0.06913274626
798	0.9798976615	0.06907566405
799	0.9798976615	0.06904181706
800	0.9802559422	0.06880916577
801	0.9802559422	0.06877769451
802	0.9802559422	0.06871321919
803	0.9802559422	0.06867434194
804	0.9802559422	0.06865010787
805	0.9802559422	0.06856769015
806	0.9802559422	0.06850662464
807	0.9802559422	0.06839166872
808	0.9802559422	0.06836717632
809	0.980614485	0.0682014092
810	0.980614485	0.06818199014
811	0.980614485	0.06817490061
812	0.980614485	0.06809972622
813	0.980614485	0.06805433577
814	0.980614485	0.06789546396
815	0.980614485	0.06788581047
816	0.9809732901	0.06785958571
817	0.9809732901	0.06781088532
818	0.9809732901	0.06777749201
819	0.980614485	0.06775105158
820	0.9809732901	0.06771976434
821	0.9809732901	0.06764916133
822	0.9809732901	0.06759841241
823	0.9809732901	0.06746842046
824	0.9809732901	0.06741426006
825	0.9809732901	0.06740781622
826	0.9809732901	0.06737293176
827	0.9809732901	0.06732024556
828	0.9809732901	0.06717559813
829	0.9809732901	0.06710369291
830	0.9809732901	0.0668087422
831	0.980614485	0.06660469199
832	0.980614485	0.06658199546
833	0.9809732901	0.06649849603
834	0.9813323579	0.06641674221
835	0.9816916887	0.0663073507
836	0.9813323579	0.06620961038
837	0.9813323579	0.06617467677
838	0.9816916887	0.0661386355
839	0.9813323579	0.0660263602
840	0.9813323579	0.06595100047
841	0.9813323579	0.0657877049
842	0.9813323579	0.06577076102
843	0.9813323579	0.06570129466
844	0.9813323579	0.06567136059
845	0.9813323579	0.06558069108
846	0.9813323579	0.06552908258
847	0.9813323579	0.06550266761
848	0.9813323579	0.06549847852
849	0.9813323579	0.0654079142
850	0.9813323579	0.06538088962
851	0.9813323579	0.06532280165
852	0.9809732901	0.0652585523
853	0.9809732901	0.06520841672
854	0.9809732901	0.0652044851
855	0.9809732901	0.06512977506
856	0.9809732901	0.06505249789
857	0.9809732901	0.06492344191
858	0.9809732901	0.06486532117
859	0.9809732901	0.0648431255
860	0.9809732901	0.06479825481
861	0.9809732901	0.06472897733
862	0.9809732901	0.06461497223
863	0.9809732901	0.0645696852
864	0.9809732901	0.06433217563
865	0.9813323579	0.0642038293
866	0.9813323579	0.06408574492
867	0.9813323579	0.06402443193
868	0.9813323579	0.06389137366
869	0.9809732901	0.06384510994
870	0.9813323579	0.06383566703
871	0.9813323579	0.06382750136
872	0.9813323579	0.0637499194
873	0.9816916887	0.06366955245
874	0.9816916887	0.06366015255
875	0.9816916887	0.06359737195
876	0.9813323579	0.06343986394
877	0.9813323579	0.06337777212
878	0.9813323579	0.06335095174
879	0.9813323579	0.06323253389
880	0.9813323579	0.06321021458
